MSR,Customer Name,Products
KE-G.MED-1-2,MERIDIAN EQUATOR HOSPITAL - 1,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,MERIDIAN EQUATOR HOSPITAL - 1,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,MERIDIAN EQUATOR HOSPITAL - 1,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,MERIDIAN EQUATOR HOSPITAL - 1,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
GEM-NP,MERIDIAN EQUATOR HOSPITAL - 1,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-3,MERIDIAN EQUATOR HOSPITAL - 1,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-1,MERIDIAN EQUATOR HOSPITAL - 1,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-1,MERIDIAN EQUATOR HOSPITAL - 1,EPILIM 200MG TAB BL10X10
KE-G.MED-3-1,MERIDIAN EQUATOR HOSPITAL - 1,EPILIM CHRONO 333-145MG T
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLEMING 875-125MG TABCO BL2X7 M24 EX
GEM-NP,MERIDIAN EQUATOR HOSPITAL - 1,LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,MERIDIAN EQUATOR HOSPITAL - 1,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,MERIDIAN EQUATOR HOSPITAL - 1,Maalox 460mg/susp SC20 S3 M36 XE
KE-CHC-3,MERIDIAN EQUATOR HOSPITAL - 1,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,MERIDIAN EQUATOR HOSPITAL - 1,NOSPA 40MG TAB BL2X10 XE
KE-G.MED-3-1,MERIDIAN EQUATOR HOSPITAL - 1,ORELOX 100MG TABCO BL1X10
KE-G.MED-3-1,MERIDIAN EQUATOR HOSPITAL - 1,ORELOX 200MG 10CP
KE-G.MED-3-1,MERIDIAN EQUATOR HOSPITAL - 1,ORELOX 800MG/+ GRAN BTX1
KE-CHC-7,MERIDIAN EQUATOR HOSPITAL - 1,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-7,MERIDIAN EQUATOR HOSPITAL - 1,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-3,MERIDIAN EQUATOR HOSPITAL - 1,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,MERIDIAN EQUATOR HOSPITAL - 1,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
GEM-NP,MERIDIAN EQUATOR HOSPITAL - 1,STILNOX 10MG TABCO BL1X14 S3 M48 XD
GEM-NP,MERIDIAN EQUATOR HOSPITAL - 1,TAVANIC 500MG TABLETS 5's
KE-G.MED-1_Others,MERIDIAN EQUATOR HOSPITAL - 1,"TRITACE 2,5MG  28 TABS"
KE-G.MED-2-1,MERIDIAN EQUATOR HOSPITAL - 1,XATRAL 5MG TAB BL4X14 S3 M36 XD
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,ZOXON 1G INJPO VL1+AM1 M36 KE
KE-DCV_Others,MERU DOCTORS PLAZA LTD,LANTUS VIAL 10MG 1
KE-DCV-1,METROPOLITAN CHEMISTS LTD,AMARYL 2MG 30 TABS
KE-DCV-1,METROPOLITAN CHEMISTS LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
CHC-NP,METROPOLITAN CHEMISTS LTD,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-6,METROPOLITAN CHEMISTS LTD,BUSCOPAN TABLETS BP 10mg * 50's
KE-G.MED-1_Others,METROPOLITAN CHEMISTS LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-DCV-1,METROPOLITAN CHEMISTS LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-1,METROPOLITAN CHEMISTS LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-CHC-6,METROPOLITAN CHEMISTS LTD,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-2,METROPOLITAN CHEMISTS LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3_Others,METROPOLITAN CHEMISTS LTD,EPILIM 200MG TAB BL10X10
KE-G.MED-3-5,METROPOLITAN CHEMISTS LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-3-5,METROPOLITAN CHEMISTS LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4-2,METROPOLITAN CHEMISTS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,METROPOLITAN CHEMISTS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,METROPOLITAN CHEMISTS LTD,FLAGYL SUSPENSION 100ML
KE-DCV-1,METROPOLITAN CHEMISTS LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,METROPOLITAN CHEMISTS LTD,LASIX 40MG TAB BL2X10 SWI M60 XE
KE-CHC-2,METROPOLITAN CHEMISTS LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-G.MED-1-3,METROPOLITAN CHEMISTS LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-CHC-6,METROPOLITAN CHEMISTS LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-6,METROPOLITAN CHEMISTS LTD,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-2,METROPOLITAN CHEMISTS LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,METROPOLITAN CHEMISTS LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-DCV-4,METROPOLITAN HOSPITAL LTD,AMARYL 1MG 30 TABS
KE-DCV-4,METROPOLITAN HOSPITAL LTD,AMARYL 2MG 30 TABS
KE-DCV-4,METROPOLITAN HOSPITAL LTD,AMARYL 4MG 30 TABS
KE-DCV-4,METROPOLITAN HOSPITAL LTD,AMARYL M SR 2MG 30'S
KE-DCV-4,METROPOLITAN HOSPITAL LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV_Others,METROPOLITAN HOSPITAL LTD,APIDRA SOLOSTAR 300IU INJ/5
KE-G.MED-3-1,METROPOLITAN HOSPITAL LTD,APROVASC 150/5
KE-DCV-4,METROPOLITAN HOSPITAL LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-CHC-6,METROPOLITAN HOSPITAL LTD,BUSCOPAN TABLETS BP 10mg * 50's
KE-G.MED-1-4,METROPOLITAN HOSPITAL LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,METROPOLITAN HOSPITAL LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,METROPOLITAN HOSPITAL LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
GEM-NP,METROPOLITAN HOSPITAL LTD,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-8,METROPOLITAN HOSPITAL LTD,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-4,METROPOLITAN HOSPITAL LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-1,METROPOLITAN HOSPITAL LTD,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-1,METROPOLITAN HOSPITAL LTD,EPILIM 200MG TAB BL10X10
KE-G.MED-3_Others,METROPOLITAN HOSPITAL LTD,EPILIM 400MG/4ML INJPO VL+S1 M60 XE
KE-G.MED-3-1,METROPOLITAN HOSPITAL LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-3-1,METROPOLITAN HOSPITAL LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4-2,METROPOLITAN HOSPITAL LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,METROPOLITAN HOSPITAL LTD,FLAGYL SUSPENSION 100ML
KE-DCV-4,METROPOLITAN HOSPITAL LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-CHC-4,METROPOLITAN HOSPITAL LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,METROPOLITAN HOSPITAL LTD,NOSPA 40MG TAB BL10X10 S3
CHC-NP,METROPOLITAN HOSPITAL LTD,NOSPA 40MG/2ML INJ AM25 XD
KE-G.MED-3-1,METROPOLITAN HOSPITAL LTD,ORELOX 100MG TABCO BL1X10
KE-G.MED-3-1,METROPOLITAN HOSPITAL LTD,ORELOX 200MG 10CP
KE-G.MED-3-1,METROPOLITAN HOSPITAL LTD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-1,METROPOLITAN HOSPITAL LTD,ORELOX 800MG/+ GRAN BTX1
KE-CHC-8,METROPOLITAN HOSPITAL LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-8,METROPOLITAN HOSPITAL LTD,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-4,METROPOLITAN HOSPITAL LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,METROPOLITAN HOSPITAL LTD,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
GEM-NP,METROPOLITAN HOSPITAL LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-1-4,METROPOLITAN HOSPITAL LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-4,METROPOLITAN HOSPITAL LTD,TRITACE 5MG 28 TABS
KE-G.MED-2-1,METROPOLITAN HOSPITAL LTD,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-2-1,METROPOLITAN HOSPITAL LTD,XATRAL 5MG TAB BL4X14 S3 M36 XD
KE-DCV_Others,MEWA HOSPITAL,AMARYL 4MG 30 TABS
KE-REG-2,MEWA HOSPITAL,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-REG-2,MEWA HOSPITAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-REG-2,MEWA HOSPITAL,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-REG-2,MEWA HOSPITAL,EPILIM 200MG TAB BL10X10
KE-CHC-1,MEWA HOSPITAL,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,MEWA HOSPITAL,NOSPA 40MG TAB BL10X10 S3
CHC-NP,MEWA HOSPITAL,NOSPA 40MG/2ML INJ AM25 XD
KE-REG-2,MEWA HOSPITAL,ORELOX 200MG 10CP
KE-G.MED-1_Others,MEWA HOSPITAL,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1_Others,MEWA HOSPITAL,TRITACE 5MG 28 TABS
CHC_OTC_Others,MICHELLE VITOR,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV-4,MID-RIFT PHARMACY LTD,AMARYL 1MG 30 TABS
KE-DCV_Others,MID-RIFT PHARMACY LTD,AMARYL 2MG 30 TABS
KE-DCV-4,MID-RIFT PHARMACY LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-CHC-6,MID-RIFT PHARMACY LTD,DULCOLAX TABLETS 5mg * 30's SugarC
KE-G.MED-3-1,MID-RIFT PHARMACY LTD,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3_Others,MID-RIFT PHARMACY LTD,EPILIM 200MG TAB BL10X10
KE-G.MED-3-1,MID-RIFT PHARMACY LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-3-1,MID-RIFT PHARMACY LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4-1,MID-RIFT PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
GEM-NP,MID-RIFT PHARMACY LTD,LASIX 40MG TAB BL2X10 SWI M60 XE
KE-CHC-2,MID-RIFT PHARMACY LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-G.MED-3_Others,MID-RIFT PHARMACY LTD,ORELOX 200MG 10CP
KE-CHC-6,MID-RIFT PHARMACY LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
GEM-NP,MID-RIFT PHARMACY LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-DCV_Others,MIKINDANI MEDICAL CENTRE-MDS,LANTUS SOLOSTAR 100IU/ML 3ML 5
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),ALLSTAR MEDSU PEN1 XE
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),AMARYL 1MG 30 TABS
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),AMARYL 4MG 30 TABS
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),AMARYL MIR 2-500MG TABCO BL3X10 XE
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),APROVASC 150/5
CHC_OTC_Others,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),BUSCOPAN AMPOULES 20mg/1ml * 5's 
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV_Others,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
GEM-NP,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-3,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),EPILIM 12G/300ML SYR BTX1
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),EPILIM 200MG TAB BL10X10
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),EPILIM CHRONO 333-145MG T
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),FLAGENTYL 500MG TABCO BL1X4 S3 XE
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),FLEMING 1G-200MG INJPO VL5 M24 EX
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),FLEMING 2.8MG/70ML PO BTX1 M24 EX
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),FLEMING 5.6G/70ML PO BTX1 M24 GH
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),FLEMING 500-125MG TABCO BL2X7 M24 EX
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XD
KE-CHC-3,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),NOSPA 40MG TAB BL10X10 S3
CHC-NP,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),NOSPA 40MG TAB BL2X10 XE
CHC-NP,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),NOSPA 40MG/2ML INJ AM25 XD
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),ORELOX 200MG 10CP
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),ORELOX 800MG/+ GRAN BTX1
KE-CHC-7,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
GEM-NP,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),TRITACE 5MG 28 TABS
MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S),ZOXON 1G INJPO VL1+AM1 M36 KE
CHC_RX_Others,MITI HEALTH LIMITED CASH,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV_Others,MITRA PHARMACEUTICALS - KAKAMEGA,AMARYL 4MG 30 TABS
KE-DCV_Others,MITRA PHARMACEUTICALS - KAKAMEGA,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-REG-3,MITRA PHARMACEUTICALS - KAKAMEGA,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
GEM-NP,MITRA PHARMACEUTICALS - KAKAMEGA,CORDARONE 200MG TAB BL3X10 S3 M36 XD
CHC_OTC_Others,MITRA PHARMACEUTICALS - KAKAMEGA,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-3,MITRA PHARMACEUTICALS - KAKAMEGA,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-3,MITRA PHARMACEUTICALS - KAKAMEGA,EPILIM 12G/300ML SYR BTX1
KE-REG-3,MITRA PHARMACEUTICALS - KAKAMEGA,EPILIM 200MG TAB BL10X10
KE-REG-3,MITRA PHARMACEUTICALS - KAKAMEGA,EPILIM CHRONO 333-145MG T
KE-REG-3,MITRA PHARMACEUTICALS - KAKAMEGA,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,MITRA PHARMACEUTICALS - KAKAMEGA,LASIX 40MG TAB BL2X10 SWI M60 XE
KE-CHC-3,MITRA PHARMACEUTICALS - KAKAMEGA,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC_OTC_Others,MITRA PHARMACEUTICALS - KAKAMEGA,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-DCV_Others,MODANA PHARMACEUTICAL,AMARYL 3MG 30'S
KE-DCV-2,MODANA PHARMACEUTICAL,AMARYL 4MG 30 TABS
KE-DCV-2,MODANA PHARMACEUTICAL,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-CHC-7,MODANA PHARMACEUTICAL,DULCOLAX TABLETS 5mg * 30's SugarC
KE-G.MED-3-5,MODANA PHARMACEUTICAL,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3_Others,MODANA PHARMACEUTICAL,EPILIM 200MG TAB BL10X10
KE-G.MED-3-5,MODANA PHARMACEUTICAL,EPILIM CHRONO 333-145MG T
KE-G.MED-3-5,MODANA PHARMACEUTICAL,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
CHC-NP,MODANA PHARMACEUTICAL,ERCEFURYL 200MG CAP BL2X14
CHC-NP,MODANA PHARMACEUTICAL,ERCEFURYL 3.6G/90ML SOL BTX1 S2 EX
KE-G.MED-4-2,MODANA PHARMACEUTICAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MODANA PHARMACEUTICAL,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MODANA PHARMACEUTICAL,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MODANA PHARMACEUTICAL,FLEMING 875-125MG TABCO BL2X7 M24 EX
GEM-NP,MODANA PHARMACEUTICAL,LASIX 40MG TAB BL2X10 SWI M60 XE
KE-DCV-2,MODESTY PHARMACEUTICALS LTD,AMARYL 1MG 30 TABS
KE-DCV-2,MODESTY PHARMACEUTICALS LTD,AMARYL 2MG 30 TABS
KE-DCV-2,MODESTY PHARMACEUTICALS LTD,AMARYL 4MG 30 TABS
KE-DCV-2,MODESTY PHARMACEUTICALS LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
CHC_OTC_Others,MODESTY PHARMACEUTICALS LTD,DULCOLAX TABLETS 5mg * 30's SugarC
KE-G.MED-4_Others,MODESTY PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,MODESTY PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4_Others,MODESTY PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
CHC-NP,MODESTY PHARMACEUTICALS LTD,Maalox 460mg/susp SC20 S3 M36 XE
CHC_RX_Others,MODESTY PHARMACEUTICALS LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC_OTC_Others,MODESTY PHARMACEUTICALS LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_RX_Others,MODESTY PHARMACEUTICALS LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-REG-1,MOI TEACHING & REFERRAL HOSP (M.T.R.H),CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-REG-1,MOI TEACHING & REFERRAL HOSP (M.T.R.H),CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
GEM-NP,MOI TEACHING & REFERRAL HOSP (M.T.R.H),CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-3,MOI TEACHING & REFERRAL HOSP (M.T.R.H),ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-1,MOI TEACHING & REFERRAL HOSP (M.T.R.H),EPILIM 12G/300ML SYR BTX1
KE-G.MED-4_Others,MOI TEACHING & REFERRAL HOSP (M.T.R.H),FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,MOI TEACHING & REFERRAL HOSP (M.T.R.H),FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,MOI TEACHING & REFERRAL HOSP (M.T.R.H),FLAGYL SUSPENSION 100ML
KE-REG-1,MOI TEACHING & REFERRAL HOSP (M.T.R.H),LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,MOI TEACHING & REFERRAL HOSP (M.T.R.H),LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,MOI TEACHING & REFERRAL HOSP (M.T.R.H),LASIX 40MG TAB BL2X10 SWI M60 XE
KE-G.MED-1_Others,MOI TEACHING & REFERRAL HOSP (M.T.R.H),PLAVIX 75MG TABCO BL2X14 M36 XE
GEM-NP,MOMBASA CANCER CENTRE LLP,LASIX 20MG/2ML INJ AM5 S3 M60 XE
KE-DCV_Others,MOMBASA HOSPITAL,AMARYL 1MG 30 TABS
KE-DCV_Others,MOMBASA HOSPITAL,AMARYL 2MG 30 TABS
KE-DCV_Others,MOMBASA HOSPITAL,AMARYL 4MG 30 TABS
KE-DCV_Others,MOMBASA HOSPITAL,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3_Others,MOMBASA HOSPITAL,APROVASC 150/5
KE-DCV_Others,MOMBASA HOSPITAL,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-CHC-5,MOMBASA HOSPITAL,BUSCOPAN AMPOULES 20mg/1ml * 5's 
KE-CHC-5,MOMBASA HOSPITAL,BUSCOPAN PLUS TABLETS * 50's
KE-CHC-5,MOMBASA HOSPITAL,BUSCOPAN TABLETS BP 10mg * 50's
KE-REG-2,MOMBASA HOSPITAL,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-REG-2,MOMBASA HOSPITAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-REG-2,MOMBASA HOSPITAL,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-REG-2,MOMBASA HOSPITAL,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-DCV_Others,MOMBASA HOSPITAL,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
GEM-NP,MOMBASA HOSPITAL,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-5,MOMBASA HOSPITAL,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-1,MOMBASA HOSPITAL,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-2,MOMBASA HOSPITAL,EPILIM 12G/300ML SYR BTX1
KE-REG-2,MOMBASA HOSPITAL,EPILIM CHRONO 333-145MG T
KE-G.MED-4_Others,MOMBASA HOSPITAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,MOMBASA HOSPITAL,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,MOMBASA HOSPITAL,FLAGYL SUSPENSION 100ML
KE-G.MED-4_Others,MOMBASA HOSPITAL,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-REG-2,MOMBASA HOSPITAL,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-REG-2,MOMBASA HOSPITAL,LANTUS VIAL 10MG 1
GEM-NP,MOMBASA HOSPITAL,LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,MOMBASA HOSPITAL,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,MOMBASA HOSPITAL,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,MOMBASA HOSPITAL,MAALOX PLUS TABS EXPORT 10
KE-CHC-1,MOMBASA HOSPITAL,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,MOMBASA HOSPITAL,NOSPA 40MG TAB BL10X10 S3
CHC-NP,MOMBASA HOSPITAL,NOSPA 40MG TAB BL2X10 XE
CHC-NP,MOMBASA HOSPITAL,NOSPA 40MG/2ML INJ AM25 XD
KE-REG-2,MOMBASA HOSPITAL,ORELOX 200MG 10CP
KE-REG-2,MOMBASA HOSPITAL,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-REG-2,MOMBASA HOSPITAL,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1_Others,MOMBASA HOSPITAL,PLAVIX 75MG TABCO BL2X14 M36 XE
GEM-NP,MOMBASA HOSPITAL,RESONIUM A 453.7G/+ POWD BTX1 M60 XE
KE-CHC-5,MOMBASA HOSPITAL,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-5,MOMBASA HOSPITAL,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-1,MOMBASA HOSPITAL,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,MOMBASA HOSPITAL,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
GEM-NP,MOMBASA HOSPITAL,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-2-1,MOMBASA HOSPITAL,TARGOCID IV 400
GEM-NP,MOMBASA HOSPITAL,TAVANIC 500MG TABLETS 5's
GEM-NP,MOMBASA HOSPITAL,TAVANIC 500MG/+ INFLS VL1
KE-G.MED-2-1,MOMBASA HOSPITAL,TAXOTERE 80mg NSL 1+1 EXP
